영농작물,재배제목,재배내용
팬지,재배방법,"파 종 <br> 파종시기는 8월 말부터 1월 초까지가 적기이고 출하시의 색배합, 꽃의 크기, 화단조성의 특성을 고려하여 품종을 잘 선택하여 파종한다. 종자는 파종 상자나 플러그판을 이용한다. 파종용토는 대량으로 플러그를 이용할 경우에는 시판용 배양토를 사용하는 것이 바람직하나 소규모로 운영할 경우에는 밭흙 50%에 피트모스 50%를 혼합하여 사용한다.<br> 이때 밭흙은 체로 친후 소독하여 사용하는 것이 바람직하고 토양의 산도는 pH 5.8~6.5가 적당하다. 파종후 복토는 통기성 및 보수력을 고려하여 피트모스로 종자가 보이지 않을 정도로 덮어주는 것이 좋다. 파종시 고온(25℃)이면서 복토를 두텁게 하면 발아가 아주 불량하므로 이점에 특히 유의하여야 한다. 물관리는 파종전 충분히 물을 준후 저면관수 또는 분무기를 이용하나 이러한 번거로움을 피하기 위하여 비닐로 발아할 때까지 덮어주는데 이때 주간의 고온을 주의해야 한다. <br> <br> 육 묘 <br> 본잎 3~4매(플러그묘 6주, 파종상자묘 4주)가 되면 9cm 비닐분에 가식한다. 이때 가식용토로는 가볍고 통기성 및 보수력 그리고 적당한 보비력을 감안해야 한다. 최근에 관리하면서 얻은 경험으로는 밭흙 50%에 부숙퇴비(돈분 또는 우분) 15% 그리고 부숙왕겨를 35%혼합했을때 묘의 생육이 일정하면서 왕성하였고 정식 이후의 후기 생육까지 좋았으며 개화도 양호하였다. 왕겨를 부숙시키는 방법은 시판하는 여러가지 부숙제를 사용하여 온도가 높은 한여름에 부숙시킨후 충분히 혼합하여 가스를 방출시키고 나서 사용한다. 가식용토로 논흙만을 사용할 경우는 배수 및 배양토의 불균일로 묘의 생육이 일정하지 않고 병해가 발생할 우려가 높다. 또한 수송할 경우 무겁다는 등 여러가지 단점이 있다. <br> 육묘기간은 파종기 및 품종 그리고 육묘온실의 온도에 따라 또는 출하기 조절에 따라 다르지만 포기당 2~3개의 꽃이 피게되는 시기로 가식후 2~3개월 진행된다. 가을에 파종할 경우 가식기간이 길고 겨울에 파종할 경우는 이 기간이 짧게 된다. 웃자랐을 경우나 출하기(정식기) 조절을 위하여 가지를 쳐 줄수(정지작업)도 있다. 이때 지나치게 정지를 하면 안되고 지상부 10cm부근에서 쳐주면 곁가지 발달이 왕성하여 초형이 바람직하게 잡히는 것을 볼수 있다. 기술한 가식용토를 사용하였을 경우에는 특별히 추가되는 밑거름 및 덧거름의 필요성이 없지만 생육이 부진할 경우에는 인산이 많이 함유된 복합비료를 1~2회 시용한다. <br> 팬지는 초봄에 가장 일찍 도심주변의 화단조성에 필요한 화종이나 조기 정식시 팬지의 동해율은 품종 및 육묘조건에 따라 차이가 많아 문제시되고 있다. 따라서 조기에 팬지를 정식하기 위하여 육묘온도에 따른 동사율, 생육 및 개화에 미치는 영향을 조사하였던 바 동사율은 공시품종 모두 무가온 육묘(2중 비닐턴널 육묘)가 5℃ 육묘보다 뚜렷이 감소하였고 꽃폭이 작은 품종일수록 적었으며, 무가온 육묘후 3월 7일 정식시 소형종인 ’Macedonica’에서는 전혀 동사주가 없었다. 그러나 동사발생이 적었던 무가온 육묘구는 5℃ 육묘구보다 엽수, 초폭 등의 생육 및 꽃수가 감소하였다. 이와 같이 무가온 육묘로 내한성을 강화하면 조기에 정식 하더라도 동사(소형종 일수록 동해에 강함)하지 않으므로 봄 화단을 조기에 장식할 수 있다. <br> <br> 정식 <br> 정식시기는 육묘조건 및 품종에 따라 다르지만 정식은 포기당 꽃이 1~2개 이상 피었을때 한다. 무가온으로 육묘된 팬지는 봄화단 또는 도로변 분화용으로 3월 중순부터 정식이 가능하고 가온재배한 팬지는 동사방지를 위하여 4월 초중순에 정식하는 것이 안전하다. <br> 정식간격은 보통 20cm간격(1㎡당 25포기 소요)으로 심는데 작은 화단은 15cm, 넓은화단은 25cm간격으로 심는다. 팬지를 오랫동안 생육이 왕성하고 개화기간을 연장시키기 위해서는 정식토양의 성분이 상당히 중요하다. 화단의 토양에 따라 다르지만 1㎡당 부숙퇴비(우분 또는 돈분) 3kg정도를 정식전에 밑거름으로 준다. 화분에 심을 경우의 배양토는 가볍게하여 수송이 원활하고, 보수력 및 통기성이 좋으며 알맞은 비료성분이 함유되어 있어야 한다. 이러한 점을 고려하여 화분의 배양토는 논흙 40%에 부숙퇴비(우분 또는 돈분) 20% 그리고 부숙왕겨 40%로 하는것이 적당하다고 본다. <br> 팬지를 화단에 심을때 다른 화종과 조화를 이루어 심을수도 있겠지만 팬지 하나만을 색깔별로 배치하는 경우가 많다. 화단의 목적에 따라 한가지 색만을 군식하느냐, 집단적인 색깔로 조화를 구성하느냐가 결정된다. 색깔의 조화는 적, 황, 자색 등으로 황색(적색)과 등색이 조합되면 따뜻한 느낌의 화단이 장식되고 청(자)색 및 백색과 같이 차가운 색의 배합은 시원한 느낌의 화단으로 된다."
팬지,병충해,"잿빛곰팡이병 <br> 4월 중하순 이후 화단 등에 발생하기 쉽다. 하부의 잎둘레부터 담갈색의 병반이 생기고 꽃잎에는 점무늬가 생기며 심하면 꽃이 피지 못한다. 살균제를 2주 간격으로 살포한다. <br> <br> 반점병 <br> 잎에 발생하며 청백색 또는 적갈색의 원형 반점이 생기며 반점 중앙부가 갈색이나 흑색의 점으로 되면서 마른다. 발생 초기에 1주 간격으로 3~4회 약제를 살포하며 가능한 예방하는 것이 효과적이다. 상습적으로 발생하는 곳에는 발생 2주전에 약제를 살포한다. <br> <br> 입고병 <br> 포기 전체에 발생한다. 처음에는 하엽부터 변색되면서 고사하며 점차 포기 전체로 옮아간다. 연작을 피하고 토양소독을 철저히 하며 발병된 포기는 뽑아서 소각한다. <br> <br> 응애 및 진딧물 <br> 생육초기에는 진딧물이, 개화기 후반에는 응애가 발생하기 쉽다. 응애가 많이 발생하면 잎이 황화되고 심하면 꽃봉오리까지 피해를 주어 개화를 못한다. 발생되면 살충제 및 살비제를 살포한다."
알스트로메리아(품종),요약글,주요품종의 분류 품종육성은 주로 네덜란드를 중
알스트로메리아(품종),종류,"가. 아우란티아카형(Aurantiaca type) <br> 원종인 아우란티아카(A. aurea)로부터 유래된 형으로 란형보다 생육이 왕성하고 개화기가 약간 늦다. 초장은 중간이고 잎이 가늘고 강한 햇빛에 타기 쉽다. 화색은 황색~자주색이 많다. <br> 나. 나비형(Butter fly type) <br> 잎이 넓고 짧으며 광택이 있어 품질이 좋다. 초장은 짧은편이며 지하줄기가 앝게 뻗으며, 한 번 심어 몇 년재배가 가능하다. 평지에서 봄철 출하작형이 알맞고 고냉지에서는 봄에 개화하나 지중냉각재배로 여름이나 가을에도 개화한다. <br> 다. 카르멘형(Carmen type) <br> 잎이 약간 넓고 길며 광택이 나면서 잎이 잘 타지 않는다. 초장은 중간쯤이고 한번심어서 2~3년간 재배가 가능하다. 화색은 적색에 가까운 것이 많고 봄에 주로 개화하나 고냉지는 여름철 지중냉각재배로 가을부터 출하가 가능하다. <br> 라. 잡종형(Habrid type) <br> 칠레, 브라질, 페루 등에 자생하는 원종간 교잡 및 이원종을 교배친으로하여 육성한 품종들이다. 1985년부터 다센형과 함께 현재품종육성의 주체가 되고 있다. 생육 및 땅속줄기의 발달이 왕성하여 구근을 캐서 오래 보관하면 품질이 떨어지기 쉽다. 잎이 가는 편이고 난초형보다 초장이 짧고 개화 및 출하기간이 길다."
아마릴리스,요약글,주로 분화용으로 많이 이용되나 최근에는 절화용
아마릴리스,품종,아마존 : 줄무늬에 스포트가 있는 대형화 품종으로 화경장은 65㎝이고 겹꽃종이다. 조생이면서 착화상태가 좋다. 현재까지의 겹꽃 아마릴리스 중에서 여러 면에서 최우수품종임.<br> 아프로디테 : 매우 부드러운 파스텔 화색의 대형화 품종이다. 화경장은 50㎝로 짧은 편이나 꽃과 잎의 조화가 잘 맞는다. 절화용으로 이용하려면 화경장이 짧아지지 않게 적온범위에서 관리해야 한다.<br> 안데스 : 샤몬핑크색의 대형화 품종으로 꽃의 볼륨은 아프로디테보다 약간 작으나 길이는 55㎝정도로 오히려 길다. 잎은 직립하는 성질이 있고 조생종이며 절화용으로 이용하려면 아프로디테처럼 적온을 유지해 화경장을 잘 관리해야 한다. <br> 크리스마스 기프트 : 순백색의 환변화(丸弁花)로 초세가 강하고 개화가 쉬움.<br> <br> <br> <br>
체꽃,요약글,쌍떡잎식물 합판화군 꼭두서니목 산토끼꽃과의 여
체꽃,특징,"잎 <br> 근생엽은 꽃이 필 때 없어지며, 경생엽은 대생하고 긴 타원형 또는 난상 타원형이며 끝이 둔하거나 뾰족하고 가장자리에 결각상의 큰 톱니가 있으며 우상으로 갈라진다. 엽병에는 날개가 있고 엽면과 더불어 백색털이 다소 밀생한다.<br> <br> 열매 <br> 열매는 10월에 익는다. <br> <br> 꽃 <br> 꽃은 8월에 피며 하늘색으로서 두상화서에 달리고 외총포편은 선상 피침형이며 양면에 털이 있고 끝이 뾰족하며 꽃이 필 때는 길이 5mm정도이다. 가장자리의 꽃은 길이 13mm정도이고 겉에 털이 밀생하며 5개로 갈라지고 바깥열편이 가장 크며 중앙부의 꽃은 통상화로서 4개로 갈라진다. <br> <br> 줄기 <br> 높이가 50-90cm정도이고 퍼진 털과 꼬부라진 털이 있다. <br> <br> 뿌리 <br> 굵은 뿌리가 땅속 깊이 들어가거나 돌틈 등을 비집고 들어가 자란다. <br> <br> 원산지 <br> 한국 <br> <br> 형태 <br> 2년초 <br> <br> 크기 <br> 높이 50-90cm로 자란다. <br>"
양배추(병충해 방제 ),,영국과 유럽 대륙의 바닷가 근처에서 자라던 야
양배추(병충해 방제 ),충해,"가. 진딧물 <br> 진딧물의 피해는 직접적으로는 어린 싹이나 잎 뒷면에서 떼를 지어 작물의 즙액을 빨아 먹음으로서 잎이 위축되어 오그라들고 생육이 정지되며, 간접적으로는 100여종의 바이러스를 옮기므로 막대한 피해를 준다. 진딧물은 복숭아, 배 등 과수나 무, 배추, 고추 등의 채소, 잡초 등에 기생하였다가 작물을 가해한다. 방제는 파종전 다이아톤 입제 또는 아시트 입제를 토양처리하여 잡초의 뿌리 부분에 있는 진딧물을 제거한다. 재배중에 발생하면 메타시스톡스, 메소밀 수화제나 피리모 수화제, 마라치온 유제 등을 살포한다. <br> 나. 좀나방 <br> 배추, 무, 양배추 등 배추과 채소에 피해를 주는데 알에서 갓 태어난 어린 벌레는 잎 속으로 굴을 파고 들어가 식물체를 먹고, 큰 벌레는 잎 뒷면에서 엽맥만 남기고 잎 전체를 가해한다. 좀나방의 성충은 다른 나비류에 비해 크기가 작으며 앞날개의 색은 흑갈색을 띠고 날개를 접으면 중앙에 다이아몬드 모양의 유황색 무늬가 있다. 알은 타원형이고 길이 0.5㎜, 폭 0.3㎜정도되며 노란색을 띤다. 애벌레는 방추형인데 다자란 것은 몸길이 10㎜내외이며 색깔을 주로 녹색이지만 때로는 연노랑색이 섞여 있기도 하다. 좀나방은 늦봄부터 초여름에 발생이 특히 많고 한 여름에는 발생이 격감된다. 가을에는 보통 발생이 적지만 해에 따라서는 많이 발생하는 경우도 있으며 최근에는 고랭지 재배시 많이 발생하고 있다. 좀나방의 피해가 심한 곳에서는 연작을 피하고 주변의 필요없는 기주식물을 제거하여 발생원을 없애고 가을 수확 후 잔재물을 완전히 제거하여 월동서식처를 없앤다. 약제를 이용할 경우에는 프로치오포스 유제, 피레스 유제, 프로싱 유제, 비티 수화제 등을 살포하는데 좀나방은 약제 저항성이 높으므로 작용 기작과 계통이 다른 약제를 바꾸어 살포해야 한다. <br> 다. 배추 흰나비 <br> 어린 벌레는 표피를 남기로 잎살만 가해하나 애벌레가 차차 커짐에 따라 잎줄기만 남기고 모두 먹어 버린다. 특히 가을과 봄에 피해가 심하고, 심한 피해를 받은 양배추는 결구되지 않는다. 애벌레(청벌레)는 일반 살충제에 대하여 비교적 약하므로 델타린 유제, 피리모 유제, 비티 수화제, 프로싱 유제 등을 살포한다. <br>"
양배추(병충해 방제 ),병해,"가. 부패병 <br> 월동재배에서 많이 발생하며 결구 윗부분에서부터 흑갈색으로 변색되면서 부패하여 점차 아랫잎이 황갈색으로 변하면서 시든다. 동해 피해를 입지 않도록 하고 건조하지 않도록 관리한다. <br> <br> <br> 나. 뿌리썩음병 <br> 여름 및 가을재배에서 많이 발생하는데 종자에 붙어 전염하거나, 병든 포기가 토양에 묻혀 전염하며 주로 줄기에서 많이 발생한다. 병징은 토양 가까이에 있는 어린 줄기나 잎에 발생하는데 처음에는 붉은 빛 나는 갈색의 반점이 생기고 이것이 점차 퍼져 부정형의 회색으로 변한다. 물빠짐이 나쁜 밭에서 많이 발생하므로 배수를 철저히하고 발병된 포기는 발견 즉시 제거, 소각하고 발병한 포장은 배추과 작물을 재배하지 말고 3년간 화본과 작물과 윤작한다. <br> <br> <br> 다. 무름병 <br> 고온다습할 때 많이 발생하는데 땅과 닿는 부분이나 지하부의 상처부위에서 수침상의 반점이 생겨 점차 포기전체로 퍼지면서 엿빛으로 흐물흐물하게 썩고 병에 걸린 부위에서는 심한 악취가 난다. 질소과다, 배수가 불량한 밭에서 많이 발생한다. 병발생이 심한 곳은 3~4년간 화본과나 콩과 작물로 돌려짓기를 하고 병든 식물체를 일찍 제거하여 수확 후 이병 잔재물이 포장이 남지 않도록 한다. 병균이 주로 관수, 빗물, 토양곤충 등을 통하여 식물체의 상처부위로 침입하므로 식물체에 상처가 나지 않도록 주의하고 발병이 심한 곳은 재배 전에 토양 살충제를 살포하여 토양곤충을 구제하고 비료의 3요소를 골고루 시비한다. <br> <br> <br> 라. 검은빛 썩음병 <br> 5월과 9~10월경 기온이 낮고 비가 많이 온 후에 발생이 심하다. 이 병균은 종자전염 또는 토양전염을 하는데 비가 오면 흙이 식물체로 튀어 병균이 수공으로 침입을 한다. 병에 걸리면 처음에는 잎에 노란색의 둥근 병반이 생기고 이것이 점차 암갈색으로 변하게 되며 병반부의 엽맥은 흑갈색으로 된다. 심하면 구내부를 흑변시키고 전 포장에 발생한다. 병의 방제를 위하여 종자를 무병포기에서 채종하고 소독하여 이용하며 약제로는 동수화제나 보르도액을 살포한다. <br> <br> <br> 마. 뿌리혹병 <br> 뿌리혹병은 8~9월경 비교적 온도가 낮고 비가 자주 와서 재배지가 습할 때 주로 발생하며 토양산도가 pH6 이하인 산성토양에서 심하게 발생한다. 병든 식물체는 생육이 지연되어 크지 못하고 잎은 황색으로 변하며 점차 아랫잎부터 늘어지고 뿌리에는 크고 작은 여러 개의 혹이 붙어 있다. 발병초기에는 온도가 높은 낮에 식물체가 시들었다가 밤에는 회복되나 병이 진행될수록 뿌리가 썩어 부패하면서 포기전체가 고사한다. 무사마귀병이 심한 곳은 배추과 작물의 연작을 피하고 배추과 이외의 작물로 2~3년간 윤작하며 물빠짐이 나쁜 저습지나 점질토양에서의 재배를 피하고 배수에 유의한다. 토양이 산성인 곳에서 주로 발생하므로 석회를 충분히 시용하여 토성을 중성이나 약알칼리성으로 개량한다. 약제를 이용할 경우는 후루아지남, 후루설파마이드 분제를 정식 전에 살포한다. <br> <br>"
홍자단,학명,학 명 : Cotoneaster horizon
홍자단,특징,"홍자단은 중국 서부지방이 원산지이며 cotoneaster에 속하고 일본을 제외한 아시아 전역에 널리 분포되어 자생하고 있는 상록 반낙엽성 식물이다. 5월에 윤기있는 잎과 6월에 아름다운 연분홍색의 작은 꽃이 피고 가을에는 불타는 듯한 작은 단풍잎, 루비와 같은 빨간 열매는 아름다움의 극치를 이룬다. <br> 우리나라에는 cotoneaster에 속하는 식물이 두 품종이 있는데 한 품종은 북한 지역에만 자생하는 개야광나무(C,Gentiana)이고 한 품종은 울릉도에 자생하는 섬개야광나무(c,wilsonii)이다. <br> 열매는 따지 않으면 이듬해 꽃이 필 때까지 달려있으므로 겨울 열매 분재로서 멋있는 나무이다"
홍자단,관리,"물주기 <br> 물빠짐이 잘 되는 흙에 심고 햇빛을 충분히 쬐어야 잘 자란다. 물 주 기는 기후, 분토, 분의 크기, 관리 장소, 통풍 상태 등에 따라 다르나 일반적으로 분토 표면이 1/2 정도 하얗게 마르면 충분한 관수를 해주는 것이 알맞다. <br> 보편적으로 봄, 가을에는 아침에 한 번 물을 흠뻑 주고, 여름에는 아침 오후 두 번을 주고 틈틈이 잎에 분무기로 엽수를 해주면 좋다. <br> 작은 분을 사용했을 때는 분을 말리지 않도록 주의해야 한다. 겨울에는 분토가 아주 마르지 않을 정도로 2,3일에 한 번 정도 물을 준다. <br> 분토가 겨울에 꽁꽁 얼어서 물을 주어도 배수가 안될 때에는 큰 물통이나 대야에 물을 담고 분을 그 속에 담가 분토를 완전히 녹여 주어야 한다. 언 상태가 계속되면 나무가 죽게 된다. <br> <br> 거름주기<br> 봄 분갈이 후 20일이 지나서부터 거름주기를 시작한다. 장마철과 개화기만 제외하고는 한 달에 한 번씩 덩어리 거름과 물거름을 l0월 상순까지 계속 준다. <br> 봄 분갈이를 할 때 분토 속에 골분을 조금 넣어주면 매우 열매가 잘 달린다. <br> <br>"
홍자단,분갈이,배양중에 있는 나무는 2년 마다 분갈이를 하는데 14월 초순경 새순이 나오기 전에 하는 것이 좋다. <br> 분에서 뽑은 나무는 묵은 흙을 모두 털어 버리고 굵은 뿌리나 긴 뿌리는 1/2 정도 남기고 잘라 낸다. 봄 분갈이 때는 뿌리를 1/2 정도 자르나 가을 분갈이는 l/1 정도만 자르고 심는다. <br> 밭이나 토분에서 배양된 나무를 감상분에 분올림 할 때도 분갈이 같은 방법으로 손질하나 이때 주의하여야 할 것은 반드시 직근을 바싹 잘라 주고 옆으로 뻗은 뿌리(측근)는 심을 분의 크기에 맞추어 잘라 심는다. 뿌리 사이 사이에 흙이 고루 들어가도록 대나무 꼬챙이로 다져 밀어 넣고 나무가 흔들리지 않도록 고정시켜 심도록 한다. <br> 심은후 물은 흙물이 완전히 빠져 맑은 물이 나올 때까지 흠뻑 주고 이끼는 분 넓이의 1/3 정도 자연스럽게 심어주고 분주위를 깨끗이 정리 한다. 물은 매일 한 번씩 주고 가지에는 분무기로 자주 엽수를 해준다. 분갈이나 분올림이 끝난 것은 바람이 없는 양지바른 곳에 두고 관리하는 것을 잊지 말아야 한다. <br>
홍자단,병충해및번식,"병충해 <br> 홍자단은 비교적 병충해에 강한 나무이나 새순에는 진딧물이 줄기에는 개각충이 잘 생긴다. 진딧물은 눈에 띄는대로 살충제를 뿌려준다. 그리고 개각충을 예방하려면 겨울철 보호실에 들어가기 전과 보호실에서 나올 때 석회 유황 합제 30배액을 골고루 살포해 주면 예방에 효과가 좋다. <br> <br> 번식법 <br> 실생, 꺾꽂이(삽목), 취목이 모두 잘 되는 나무인데 실생은 묘목이 어미나무와는 약간 변형되어 나오며 꽃이 피고 열매를 맺을 때 까지는 오랜 세월이 걸리는 단점이 있으므로 주로 꺾꽂이로 많이 번식시킨다. 꺾꽂이는 4월초새순이 나기 전에 가지를 l0cm정도로 잘드는 가위로 잘라 삽목상에 1/3 정도 묻히게 꽂고 물을 흠뻑 준 후 비닐을 씌우고 2~3일에 한 번씩 상토가 마르지 않게 물을 주고 엽수도하여 준다. <br> 장마철에 접어 들면 삽목이 더 잘된다. 또한 묵은 가지도 삽목이 잘 되므로 소품 만들기에 좋다. 취목은 장마 때에 필요한 가지에 환상박피를 하면 뿌리가 잘 내린다. <br> <br> 배양장소 <br> 햇빛이 잘들고 통풍이 잘되는 곳이 좋으며 가을 단풍이 매우 아름다우므로 9월 이후에 밤이슬을 맞을 수 있는 곳이면 아주 좋다. <br> <br>"
꽃사과,,학 명 : Malus prunifolia Bo
꽃사과,형태적특징,잎 <br> 낙엽성으로 호생하며 광타원형이다<br> <br> 꽃<br> 4~5월에 개화하며 지름이 3~4cm로 산방화서에 3~7 개가 모여 핀다. <br> <br> 열매<br> 이과는 편구형(扁球形)으로 지름이 6~8mm로서 황색으로 익는다. <br> <br> 가지 및 줄기<br> 수피는 회갈색이다.<br> <br>
꽃사과,주요품종,"Malus 'Almey':홀꽃으로 짙은 적자색 또는 적자색을 띠며 열매는 적갈색이고 지름이 거의 2.5cm에 달한다.직립성이며 옆으로 넓게 퍼져 자란다.병충해에 저항력이 강하다. <br> Malus floribunda:꽃봉우리는 짙은 핑크색이며 꽃은 점차적으로 흰색으로 시들고 지름이 2.5cm에 달하고 방향성으로 향기가 짙다.열매는 적황색이며,저항력이 약하고 넓은 원형으로 밀집된 가지를 가지며,다른 꽃사과나무와 비교하여 가장 좋은 꽃사과나무 중의 하나이다. Malus 'Hopa':자주색빛이 또는 적색으로 개화하며, 가운데 흰별무늬가 있는 장미빛을 가지고 있으며 지름이 3~4cm나 되고 8월에 익으며,9월에 떨어진다. <br> Malus 'Red Jade':짙은 분홍색의 꽃봉우리를 가지나 흰색으로 개화하며,열매는 광택이 나는 붉은색을 띤다.열매는 새들이 특히 좋아하고 나무모양은 Weeping 관목으로 알맞다. Malus'Van Eseltine':이 품종은 M. spectabilis와 M. arnoldiana *의 교배로 육종된 것이며,겹꽃으로 13~19장의 꽃잎을 가진다.꽃봉오리는 짙은 장미빛을 띠고 핑크색으로 시든다.꽃의 지름은 4~5cm이고 열매는 갈색을 띠는 황색이다. <br> Malus Pioneer *:이 나무는 Siberian(1767)과 Redvein(1891)의 교배로 육종된 Hopa(1920)와 Sargent(1892)의 교배로 1974년에 심경구 등이 육종한 품종으로 개화기는 Hopa와 Sargent 개화기의 중간정도로서 중부지방에서 4월 중순경이며,내병성을 비롯한 수세가 강건하다.엽색은 짙은 녹색이고 옆판을 지니고 있으며 엽근의 모양이 아름답다.열매는 크기와 형태,빛깔에서 Sargent와 거의 비슷하지만 과육은 황색을 띤 붉은색을 나타낸다. 열매는 매우 견고하여 병충해의 침해를 받거나 낙과되어 버리는 Hopa와는 달리 겨울 늦게까지 달려 있기 때문에 열매의 아름다움을 오래도록 감상할 수 있고 야생조류의 먹이로소 자연보호를 위한 녹화수로 기대되는 나무이다. <br>"
꽃사과,재배기술,"지름이 3~4cm정도 되는 꽃은 꽃봉우리일 때는 적색,개화하면 홍색을 띠며 흰색이 되어 시든다.열매는 황색 바탕에 적색기운이 돈다.만개하면 꽃이 온나무를 뒤덮어 장관을 이루는 그야말로 대표적인 화교목(花喬木)이다.Malus floribunda 의외에도 꽃사과류는 매우 많은 종류가 있어 종류에 따라 꽃피는시기가 4월말에서 5울말까지 분포하며 꽃색도 흰색에서 적색에 이르기까지 다양하며 열매도 적색,황색 등 여러 색상을 띤다.우리 나라에서는 아직 꽃사과류를 많이 이용하고 있지 못하며,외국에서 들어온 종류들도 제대로 구분하지 못한 상태로 식재하고 있는 실정이고 국내에서 자생하는 꽃사과류의 가치도 아직 인식하고 있지 못한 상태이다.독립수나 가로수로 적합하고,정원,학교,공원,상업용건물,공공건물 및 고속도로변 등에 널리 이용될 수 있다. <br>"
황야자,공기정화식물,"●특성-야자과(Palmae) | 학명 Chrysalidocarpus lutescens | 영명 Yellow Palm, Areca Palm, butterfly palm | 원산지 마다가스카르, 열대·아열대 지역줄기가 노란색을 띠어 황야자라고도 부르며, 가장 인기있는 야자다. 학명의 chrysalidocarpus는‘황금색 열매’라는 뜻이며, lutescens는‘노랗게 되는’이라는 의미다. 외관이 이국적이고 아름다울 뿐만 아니라 생육속도가 빨라 양분만 충분히 주면 계속 새 잎이 생겨나 아름다운 수형을 유지할 수 있다. 멋진 수형 때문에 조금 넓은 장소이면 어디에서나 키울 수 있다. 빛을 좋아하나 강한 빛은 싫어하므로 여름의 직사광선은 피하되, 실내 밝은 곳에 두는 것이 좋다. 물 속에 들어있는 고농도 염에 민감하며, 특히 불소가 들어간 물은 싫어한다. ●실내 디자인 생장이 빨라 구입시 적당한 크기라 할지라도 얼마 후엔 방을 가득히 채워버리게 된다. 기본적으로 거실에 두는 식물의 키는 천장 높이의 80% 이내인 것이 바람직하다. 그 이상이 되면 공간에 압박감을 주기 때문이다. 잎이 옆으로 벌어지기 때문에 통로에 배치하기보다는 넓은 장소에 배치하여 이국적인 느낌이 들도록 한다. 만약 넓은 욕실에 창이 있다면 그곳에 두어도 좋다. 욕실에 황야자를 두면 편안한 분위기를 만들어주고 열대 해변을 경험할 수도 있다. 거실이 넓다면 창가 쪽이 이 식물을 두기에 최적 장소이다. 키가 크면 아래 부분에 스킨답서스나 아이비를 함께 심으면 훨씬 아름답게 보인다. ●기능성 황야자는 증산량이 많아 실내습도를 조절하는 최적의 식물이다. 약 1.8m 정도의 황야자는 증산작용으로 하루 동안에 1리터 정도의 수분을 방출한다. 또한 다양한 휘발성 유기물질을 제거하는 데 뛰어난 식물이다. 체내에 염이 축적되면 잎으로 이동시키고, 일정량 이상의 염이 축적되면 잎이 죽는다. 최근 들어 황야자는 최고의 환경친화적 식물(eco-friendly houseplant)로 자리매김하고 있다. ●궁금해요 질문_ 잎 여러 곳에 갈색반점이 붙어 있어요. 대답_깍지벌레 때문이다. 지나치게 건조하거나 약해지면 이러한 해충이 붙는다. 이 해충은 식물의 수액을 빨면서 번식하므로 식물체가 빨리 쇠약해진다. 발견 즉시 안쓰는 칫솔이나 손으로 문질러 깍지벌레를 제거한다. [출처]실내식물이 사람을 살린다/중앙생활사"
